filename,transcript,duration
common_voice_en_41664245.mp3,THE FIRST TWO EMPHASIZE LANGUAGE CULTURAL AND TRAINING SKILLS IN WORKING WITH FOREIGN TROOPS,8.252
common_voice_en_41678595.mp3,MANY OF THESE PROGRAMS ARE HIGHLIGHTED IN THE FOLLOWING SECTIONS,5.191
common_voice_en_41678614.mp3,ADDITIONALLY HE HAS MADE CONTRIBUTIONS TO THE DEFORMATION THEORY OF ALGEBRAIC VARIETIES,7.388
common_voice_en_41678634.mp3,UNLIKE TRADITIONAL MINESWEEPERS THEY WERE NOT EQUIPPED FOR SWEEPING MOORED OR MAGNETIC MINES,7.712
common_voice_en_41678647.mp3,HE WAS FAMOUS FOR HIS ATTENTION TO THE DETAILS OF EYELIDS AND TOENAILS,5.66
common_voice_en_41678650.mp3,WITH HER NEW POSITION SHE OVERSAW THE REORGANISATION OF THE DEVONSHIRE ESTATES,6.848
common_voice_en_41682467.mp3,A SYSTEM OF LIMESTONE CAVES DOES EXIST WITHIN THE MOUNTAIN BUT THEY REMAIN UNDOCUMENTED,7.567
common_voice_en_41682485.mp3,AGNOTHERAPY IS A METHOD DEVELOPED IN ISRAEL TO HELP ELDERLY PEOPLE EXPRESS THEIR FEELINGS,7.351
common_voice_en_41682531.mp3,IN CHURCH AND WAITING ON TRAINS LIKE,4.939
common_voice_en_41686447.mp3,LITTLE IS KNOWN ABOUT HIS LIFE AND ONLY ONE OF HIS WORKS HAS SURVIVED,5.588
common_voice_en_41686449.mp3,THE BEL IS SELDOM USED AS THE DECIBEL WAS THE PROPOSED WORKING UNIT,6.019
common_voice_en_41686470.mp3,THE VICTORIES ON THE COURT HAVE BEGUN TO ADD UP,4.364
common_voice_en_41686475.mp3,MORE AMBIGUOUS TERMS FOR A PRIVATELY HELD COMPANY ARE UNQUOTED COMPANY AND UNLISTED COMPANY,7.604
common_voice_en_41686493.mp3,HE PERFORMED FOR FRANK SINATRA AND LIZA MINNELLI,4.58
common_voice_en_41686497.mp3,THEY ALSO DEFINED RULES FOR CONFORMATION COMPETITIONS FOR MIXEDBREED DOGS,6.524
common_voice_en_41691663.mp3,TAFOYA MARRIED GERONIMO TAFOYA WITH WHOM SHE HAD EIGHT CHILDREN,5.66
common_voice_en_41691674.mp3,ALSO IN RESIDENCE ARE THE STORM PETREL BULWER'S PETREL AND YELLOWLEGGED GULL,7.027
common_voice_en_41691860.mp3,IT IS UNKNOWN WHETHER THIS IS THE SAME KOHLIT AS THE CITY,5.623
common_voice_en_41692086.mp3,HE HAS BEEN REPRESENTED BY THE PREMIER SPEAKERS BUREAU,5.011
common_voice_en_41692112.mp3,THIS WORKLOAD ON THE RAILROADS REQUIRED SOME SKILLFUL COORDINATION,5.875
common_voice_en_41692243.mp3,ANNE HOPED THAT THE TEARS WOULD COME IN SOLITUDE,4.075
common_voice_en_41692271.mp3,IT IS A CONCERTO FOR GUITAR AND ORCHESTRA,4.04
common_voice_en_41692285.mp3,HIS REPUTATION IS THAT OF A LAWYER A STATESMAN AND A MAN OF LETTERS,6.487
common_voice_en_41692385.mp3,IT NOW HAS ITS OWN WEBSITE WHERE A SCANNED COPY CAN BE FOUND,5.768
common_voice_en_41692535.mp3,THIS BODY OF WATER IS VERY FAMOUS FOR PLEASURE BOATING,4.867
common_voice_en_41692548.mp3,NOR SHOULD ONE BE SURPRISED THAT THE TUNES THEMSELVES HAVE MULTIPLE NAMES,5.84
common_voice_en_41692600.mp3,BEAVERCREEK IS THE BIRTHPLACE OF GEOCACHING,4.652
common_voice_en_41696203.mp3,THERE SHOULD BE ROOM FOR THREE PEOPLE ON THE FRONT SEAT,4.327
common_voice_en_41696290.mp3,ONE OF THE ENGLISHMEN WOULD HAVE DONE THAT,4.075
common_voice_en_41704461.mp3,IT IS THE OLDEST CONTINUOUS ORGANIZATION OF NEW ORLEANS MARDI GRAS FESTIVITIES,6.308
common_voice_en_41704512.mp3,BOYZONE MANAGER LOUIS WALSH WAS QUOTED AS SAYING WE'RE ALL ABSOLUTELY DEVASTATED,7.639
common_voice_en_41704522.mp3,THE REGIMENT'S FIRST OVERSEAS SERVICE CAME DURING THE SECOND OPIUM WAR AGAINST CHINA,6.704
common_voice_en_41704530.mp3,FOR A LIST OF PAST DUALDISC RELEASES SEE LIST OF DUALDISC RELEASES,6.452
common_voice_en_41764721.mp3,YOU CAN COMPARE IT WITH THE MARKETING STRATEGIES OF COMPETITORS,5.696
common_voice_en_41764867.mp3,MOST OTHER CITIES HAVE SIMILAR PROBLEMS,4.292
common_voice_en_41764882.mp3,HE HEADED MANY LOBBIES TO THE PROVINCIAL AND NATION'S CAPITAL,5.155
common_voice_en_41765127.mp3,BEHIND THIS IS TAI MO SHAN THE TALLEST HILL IN HONG KONG,6.163
common_voice_en_41765553.mp3,HE RAN TWO MORE RACES THE NEXT YEAR SUFFERING TRANSMISSION FAILURE IN BOTH RACES,7.064
